chr1	71540001	71580000	chr1	70560001	71580000	1020000	40000	95.9731439660097	98.0%	0.0965005302226935	-2.3940035091307164
chr1	80340001	80370000	chr1	80340001	82930000	2590000	30000	47.21754870406483	96.0%	0.0444444444444444	-6.451843136774208
chr1	80340001	80380000	chr1	78150001	80380000	2230000	40000	52.2492736205265	95.0%	0.0232804232804232	-5.725531939015789
chr1	80850001	80930000	chr1	80850001	82900000	2050000	80000	54.64760560312864	96.0%	0.0783068783068783	-3.34940695709966
chr1	80970001	81030000	chr1	80970001	82900000	1930000	60000	57.46050613187945	96.0%	0.0984126984126984	-3.635464367172295
chr1	102830001	102880000	chr1	99180001	102880000	3700000	50000	34.746582897201606	96.0%	0.0127253446447507	-5.831059470531005
chr1	106290001	106360000	chr1	106290001	106920000	630000	70000	185.82759725303936	99.0%	0.0857142857142857	-3.859240439738741
chr1	108320001	108370000	chr1	105070001	108370000	3300000	50000	41.80972161118886	95.0%	0.0042417815482502	
chr1	164100001	164140000	chr1	164100001	166380000	2280000	40000	51.19253478514496	95.0%	0.0254506892895015	-2.6696011882690285
chr1	188180001	188210000	chr1	185690001	188210000	2520000	30000	52.541303447756434	96.0%	0.0169312169312169	-7.1383740834377925
chr1	188640001	188700000	chr1	187220001	188700000	1480000	60000	102.12882226996334	98.0%	0.0402116402116402	-9.71670866316048
chr1	190170001	190210000	chr1	190170001	192370000	2200000	40000	83.21346899049445	96.0%	0.0211640211640211	-5.843898840217303
chr1	191880001	191920000	chr1	191880001	194550000	2670000	40000	48.615865419362	95.0%	0.0423280423280423	-4.946458531346314
chr1	194360001	194450000	chr1	193010001	194450000	1440000	90000	83.38415147081743	99.0%	0.0530222693531283	-6.310765345262333
chr1	194520001	194570000	chr1	191880001	194570000	2690000	50000	48.65008916036642	96.0%	0.024390243902439	-5.974683189403614
chr1	195070001	195110000	chr1	193020001	195110000	2090000	40000	71.46710156237742	95.0%	0.0074074074074074	
chr1	196480001	196570000	chr1	193520001	196570000	3050000	90000	57.50437845832405	96.0%	0.0657476139978791	-8.873384666403348
chr1	239520001	239570000	chr1	237370001	239570000	2200000	50000	60.41108989528552	96.0%	0.0227995758218451	-8.483698746362586
chr2	95760001	95800000	chr2	95760001	96620000	860000	40000	87.30174667191865	98.0%	0.0735449735449735	0.1012772394443559
chr4	9380001	9430000	chr4	9380001	12690000	3310000	50000	23.237169735502818	95.0%	0.0994708994708994	-3.445004148004337
chr5	69780001	69830000	chr5	69780001	72420000	2640000	50000	56.54292661143596	95.0%	0.0915343915343915	
chr5	69980001	70020000	chr5	68120001	70020000	1900000	40000	34.647941530529415	97.0%	0.0703703703703703	
chr6	19160001	19200000	chr6	17040001	19200000	2160000	40000	42.76572795115637	95.0%	0.0761904761904762	-1.591839483016201
chr6	54800001	54840000	chr6	53490001	54840000	1350000	40000	71.54760131503868	95.0%	0.0634920634920634	-2.139854678388389
chr6	61540001	61630000	chr6	61540001	63680000	2140000	90000	72.78749728799347	95.0%	0.0328042328042328	
chr6	64560001	64600000	chr6	63240001	64600000	1360000	40000	68.90649021819415	95.0%	0.0693121693121693	-2.118915509416344
chr6	78340001	78370000	chr6	78340001	78800000	460000	30000	186.8303035416765	99.0%	0.028042328042328	-3.050459752593061
chr6	93900001	93970000	chr6	91700001	93970000	2270000	70000	54.50222293233505	95.0%	0.0984126984126984	-5.215033840151849
chr6	94230001	94330000	chr6	92730001	94330000	1600000	100000	93.72715700002196	96.0%	0.0185185185185185	
chr6	94610001	94680000	chr6	92320001	94680000	2360000	70000	61.17143306118074	96.0%	0.0465608465608465	
chr6	101940001	101980000	chr6	100670001	101980000	1310000	40000	84.10181956243183	97.0%	0.0074074074074074	-5.075297923201062
chr6	102470001	102510000	chr6	100070001	102510000	2440000	40000	44.03587818164189	96.0%	0.0052910052910052	-6.336380013079904
chr6	102470001	102510000	chr6	102470001	104550000	2080000	40000	61.1694956070081	95.0%	0.0211640211640211	-5.200799138807855
chr6	102630001	102690000	chr6	100740001	102690000	1950000	60000	65.51833749322007	96.0%	0.019047619047619	-8.29897790980575
chr6	103320001	103440000	chr6	103320001	104280000	960000	120000	131.6425624556645	99.0%	0.0275132275132275	
chr6	120520001	120600000	chr6	118040001	120600000	2560000	80000	37.49494210643208	96.0%	0.0846560846560846	-2.611842968858786
chr6	140930001	140980000	chr6	140930001	142350000	1420000	50000	70.58807662625838	96.0%	0.0656084656084656	-2.773192785276736
chr6	164740001	164780000	chr6	164170001	164780000	610000	40000	158.63053140546756	99.0%	0.0201058201058201	
chr6	165250001	165290000	chr6	163110001	165290000	2180000	40000	46.686216913831096	96.0%	0.0322751322751322	-3.0468065539013667
chr8	1150001	1210000	chr8	1150001	3810000	2660000	60000	47.44349013421865	96.0%	0.0788359788359788	-4.993599770453594
chr8	2490001	2530000	chr8	300001	2530000	2230000	40000	41.5980738428124	96.0%	0.0899470899470899	-3.3976871861334
chr8	3970001	4030000	chr8	1380001	4030000	2650000	60000	46.57939139460079	95.0%	0.0116402116402116	
chr8	4320001	4360000	chr8	3260001	4360000	1100000	40000	104.56295834929128	98.0%	0.0153439153439153	
chr8	14430001	14510000	chr8	14430001	16830000	2400000	80000	63.6373360233148	96.0%	0.0179894179894179	-9.320783250987835
chr8	14720001	14770000	chr8	12960001	14770000	1810000	50000	70.98572038129451	96.0%	0.0232804232804232	-6.657183054886801
chr8	15240001	15300000	chr8	15240001	17150000	1910000	60000	66.91309279186733	97.0%	0.0952380952380952	-5.472922161692367
chr8	50700001	50740000	chr8	50700001	51430000	730000	40000	114.43557521283203	99.0%	0.0444444444444444	-2.0794350249476947
chr8	50870001	50940000	chr8	49010001	50940000	1930000	70000	49.92907656935542	95.0%	0.0148148148148148	-3.9048345128674526
chr8	88740001	88780000	chr8	88740001	90810000	2070000	40000	41.63997903096036	96.0%	0.0571428571428571	-2.152335746191161
chr8	105620001	105660000	chr8	103970001	105660000	1690000	40000	58.40146275656371	96.0%	0.0253968253968253	-4.972479482210908
chr8	107600001	107640000	chr8	106270001	107640000	1370000	40000	60.511182218369	96.0%	0.0582010582010582	-2.1573749681407914
chr8	110640001	110730000	chr8	107320001	110730000	3410000	90000	32.84574642439397	95.0%	0.037037037037037	-5.905047879491973
chr8	114590001	114630000	chr8	113520001	114630000	1110000	40000	86.86315116835559	98.0%	0.0687830687830687	-3.4368287907714783
chr8	114600001	114630000	chr8	114600001	116150000	1550000	30000	55.668696134020365	98.0%	0.0391534391534391	-4.153925442166887
chr8	137080001	137110000	chr8	135990001	137110000	1120000	30000	73.66662043566411	97.0%	0.0571428571428571	-1.4639814349343492
chr9	39540001	39580000	chr9	37630001	39580000	1950000	40000	59.47049865994507	95.0%	0.0126984126984126	
chr10	9020001	9050000	chr10	9020001	10590000	1570000	30000	69.70271974964348	96.0%	0.0899470899470899	-1.9162506720552823
chr10	9910001	9950000	chr10	7840001	9950000	2110000	40000	53.50066152536543	95.0%	0.048728813559322	-3.5933314865354147
chr10	18820001	18870000	chr10	17490001	18870000	1380000	50000	67.31678181900375	96.0%	0.0561138014527845	-1.357752243498941
chr10	19140001	19240000	chr10	17820001	19240000	1420000	100000	78.49304709307292	96.0%	0.0444685454219352	-2.971966993351808
chr10	36530001	36590000	chr10	33950001	36590000	2640000	60000	43.78916585576837	95.0%	0.0995762711864406	-2.4946241204596524
chr10	42480001	42520000	chr10	42480001	44800000	2320000	40000	51.14653148759253	95.0%	0.086864406779661	-2.695287736427117
chr10	54000001	54060000	chr10	52220001	54060000	1840000	60000	67.15155201435091	96.0%	0.0709745762711864	-4.841848305762102
chr10	54210001	54280000	chr10	53010001	54280000	1270000	70000	112.46501160444193	98.0%	0.0625	
chr10	56900001	56980000	chr10	56900001	58790000	1890000	80000	71.60326613982838	95.0%	0.0423728813559322	
chr10	57750001	57790000	chr10	57750001	60060000	2310000	40000	45.4456919828026	95.0%	0.0402116402116402	-2.1546433542764434
chr10	65200001	65250000	chr10	65200001	66130000	930000	50000	131.81770263405795	99.0%	0.0137711864406779	
chr10	81670001	81710000	chr10	81670001	83390000	1720000	40000	56.85825148053695	97.0%	0.0518518518518518	-2.975240052044149
chr10	105390001	105470000	chr10	105010001	105470000	460000	80000	186.994817327459	99.0%	0.0338624338624338	-1.7612480046036778
chr10	115100001	115150000	chr10	114450001	115150000	700000	50000	127.8796810371961	99.0%	0.0703703703703703	0.7856225035456706
chr10	115140001	115180000	chr10	115140001	117150000	2010000	40000	51.16035656911965	96.0%	0.086864406779661	-1.9205305762919256
chr11	54350001	54390000	chr11	54350001	56030000	1680000	40000	61.80343889180493	98.0%	0.0735449735449735	-1.862334868784568
chr12	40980001	41020000	chr12	40980001	42970000	1990000	40000	52.25808449490988	95.0%	0.0275132275132275	-5.397669797271236
chr12	75120001	75150000	chr12	75120001	76290000	1170000	30000	71.39926067036383	97.0%	0.0677248677248677	-0.931454545561972
chr12	78660001	78730000	chr12	78120001	78730000	610000	70000	183.30634464829416	99.0%	0.0137566137566137	-3.7127433436288704
chr12	78990001	79030000	chr12	77330001	79030000	1700000	40000	63.40089473078601	95.0%	0.0269841269841269	-3.629404294032524
chr12	84310001	84360000	chr12	84310001	86740000	2430000	50000	60.89777879829925	95.0%	0.091005291005291	
chr12	84540001	84620000	chr12	84540001	85920000	1380000	80000	87.58421855669438	95.0%	0.0619047619047619	-2.0144259829726496
chr12	84560001	84620000	chr12	82350001	84620000	2270000	60000	61.896350116853945	98.0%	0.0126984126984126	-9.985391602640384
chr12	86210001	86280000	chr12	85140001	86280000	1140000	70000	113.0397041362626	97.0%	0.0962962962962963	-2.3312084671926208
chr12	90570001	90610000	chr12	87970001	90610000	2640000	40000	45.82779824557621	95.0%	0.0063492063492063	-5.539357882789084
chr12	90680001	90720000	chr12	90680001	91330000	650000	40000	144.76543189408625	98.0%	0.0952380952380952	-1.5141568895666493
chr13	17650001	17890000	chr13	17650001	19660000	2010000	240000	59.13518988816531	95.0%	0.0455026455026455	
chr13	111770001	111800000	chr13	111770001	113580000	1810000	30000	73.9484956454519	96.0%	0.0307529162248144	-4.478091416406149
chr15	21730001	21780000	chr15	21730001	23990000	2260000	50000	60.97381791579609	96.0%	0.0375661375661375	
chr15	23170001	23220000	chr15	23170001	26520000	3350000	50000	18.8899484774557	96.0%	0.0603174603174603	-7.560387485191269
chr15	82340001	82380000	chr15	82340001	84190000	1850000	40000	47.86325097959861	97.0%	0.0751322751322751	0.5772804380451595
chr15	84160001	84200000	chr15	84160001	85960000	1800000	40000	58.12793226843161	96.0%	0.0216931216931216	-14.78371437881565
chr15	84380001	84420000	chr15	81790001	84420000	2630000	40000	45.424599478790434	95.0%	0.0074074074074074	-68.22444912859989
chr15	85190001	85230000	chr15	83010001	85230000	2220000	40000	49.78817003712131	95.0%	0.0216931216931216	1.9367719161236896
chr16	15260001	15330000	chr16	13010001	15330000	2320000	70000	48.338491943017495	95.0%	0.0185185185185185	-2.445950252492846
chr16	29440001	29510000	chr16	29440001	30740000	1300000	70000	114.5260827027973	99.0%	0.0105820105820105	3.0105704006375804
chr16	30190001	30230000	chr16	29090001	30230000	1140000	40000	97.34693324401664	99.0%	0.0888888888888888	-9.687231593725592
chr16	32270001	32300000	chr16	31490001	32300000	810000	30000	172.35598809477588	97.0%	0.0656084656084656	-3.9221236286339702
chr16	33490001	33530000	chr16	33490001	34180000	690000	40000	143.13708570266132	97.0%	0.0835978835978836	
chr16	34900001	34940000	chr16	34900001	36230000	1330000	40000	112.36928411276251	96.0%	0.0211640211640211	-3.743832691741324
chr16	36320001	36360000	chr16	34800001	36360000	1560000	40000	65.34661849153055	95.0%	0.0306878306878306	-7.605436706140851
chr17	20550001	20590000	chr17	18210001	20590000	2380000	40000	57.15361130207783	98.0%	0.0344644750795334	
chr17	52260001	52310000	chr17	51660001	52310000	650000	50000	176.66914950832174	98.0%	0.0583244962884411	-1.2914197894150747
chr17	52900001	52940000	chr17	51340001	52940000	1600000	40000	94.30893176789291	95.0%	0.0074231177094379	-5.9418196204229154
chr17	53010001	53050000	chr17	51670001	53050000	1380000	40000	116.39556347014393	96.0%	0.0190880169671261	-6.853704002438147
chr17	71240001	71310000	chr17	69850001	71310000	1460000	70000	92.94463185107423	95.0%	0.0799794643909172	-3.0108049442554163
chr19	24380001	24420000	chr19	22150001	24420000	2270000	40000	97.31638848498147	96.0%	0.0571428571428571	
chr19	27270001	27320000	chr19	27270001	28460000	1190000	50000	168.81890397579235	97.0%	0.0306878306878306	-2.622625797273097
chr19	36240001	36280000	chr19	36240001	37850000	1610000	40000	84.67573906143241	97.0%	0.0603174603174603	-6.1464440411620265
chr20	29150001	29200000	chr20	28730001	29200000	470000	50000	413.8175082594762	99.0%	0.0126984126984126	0.5545144559152347
chr20	31050001	31100000	chr20	31050001	31480000	430000	50000	645.5346625162653	95.0%	0.0783068783068783	-8.061022529977206
chr21	10740001	10790000	chr21	9710001	10790000	1080000	50000	138.52832218224538	96.0%	0.0597883597883597	-2.192507629941044
chr22	10920001	10960000	chr22	10920001	12630000	1710000	40000	174.15801136463074	97.0%	0.0126984126984126	
chr22	11010001	11060000	chr22	11010001	12630000	1620000	50000	150.27390244262375	98.0%	0.0645502645502645	-19.807798502438253
chr22	16390001	16450000	chr22	15190001	16450000	1260000	60000	112.87759807462376	96.0%	0.0380952380952381	-21.966014642996388
chr22	18340001	18410000	chr22	18340001	19670000	1330000	70000	96.40492037833448	97.0%	0.0074074074074074	
chr22	18350001	18390000	chr22	16910001	18390000	1480000	40000	88.12246250677039	96.0%	0.0359788359788359	-7.10914432223744
chrX	58500001	58540000	chrX	57010001	58540000	1530000	40000	94.23440353235684	95.0%	0.037037037037037	
