chr1	13050000	13060000	chr1	13320000	15120000
chr1	16750000	16760000	chr1	16850000	18600000
chr1	16870000	16880000	chr1	18490000	18630000
chr1	20770000	20780000	chr1	21690000	21780000
chr1	82780000	82790000	chr1	84990000	85080000
chr1	83590000	83600000	chr1	85760000	85860000
chr1	88370000	88380000	chr1	90900000	90990000
chr1	96240000	96250000	chr1	98010000	98100000
chr1	98480000	98490000	chr1	101270000	101360000
chr1	108330000	108340000	chr1	108470000	109240000
chr1	143220000	143230000	chr1	143590000	143720000
chr1	145180000	145190000	chr1	145400000	146060000
chr1	145440000	145450000	chr1	145520000	146050000
chr1	146320000	146330000	chr1	147160000	147900000
chr1	146410000	146420000	chr1	147020000	147640000
chr1	148120000	148130000	chr1	148230000	148420000
chr1	149630000	149640000	chr1	149870000	150340000
chr1	194210000	194220000	chr1	195790000	195940000
chr1	234820000	234830000	chr1	236320000	236430000
chr1	245280000	245290000	chr1	247910000	248020000
chr1	12440000	12920000	chr1	13100000	13110000
chr1	19080000	19210000	chr1	20760000	20770000
chr1	53070000	53160000	chr1	53990000	54000000
chr1	92280000	92440000	chr1	92600000	92610000
chr1	91730000	91820000	chr1	93470000	93480000
chr1	96240000	96330000	chr1	99020000	99030000
chr1	103280000	103370000	chr1	103800000	103810000
chr1	106720000	108210000	chr1	108350000	108360000
chr1	118780000	118890000	chr1	120000000	120010000
chr1	119720000	119970000	chr1	120420000	120430000
chr1	119630000	119970000	chr1	120880000	120890000
chr1	119620000	119710000	chr1	121100000	121110000
chr1	143530000	143740000	chr1	143890000	143900000
chr1	143620000	143760000	chr1	144560000	144570000
chr1	145590000	145810000	chr1	147950000	147960000
chr1	145950000	147990000	chr1	148120000	148130000
chr1	147590000	148440000	chr1	148520000	148530000
chr1	148310000	148440000	chr1	148980000	148990000
chr1	147650000	148440000	chr1	149090000	149100000
chr1	148320000	148420000	chr1	149410000	149420000
chr1	147000000	147580000	chr1	149640000	149650000
chr1	147060000	147720000	chr1	149720000	149730000
chr1	147060000	147420000	chr1	149800000	149810000
chr1	179980000	180100000	chr1	182850000	182860000
chr1	192910000	193000000	chr1	195580000	195590000
chr1	196680000	196770000	chr1	199600000	199610000
chr1	215140000	215230000	chr1	216970000	216980000
chr1	217390000	217490000	chr1	219030000	219040000
chr1	222230000	223100000	chr1	223940000	223950000
chr1	227200000	227990000	chr1	228520000	228530000
chr1	242500000	242590000	chr1	243800000	243810000
chr2	5000000	5010000	chr2	7730000	7980000
chr2	22360000	22370000	chr2	23300000	23420000
chr2	55480000	55490000	chr2	56720000	56830000
chr2	77710000	77720000	chr2	79950000	80040000
chr2	87230000	87240000	chr2	87430000	87530000
chr2	87670000	87680000	chr2	87990000	88490000
chr2	87880000	87890000	chr2	87990000	88760000
chr2	89770000	89780000	chr2	89950000	91510000
chr2	91460000	91470000	chr2	91840000	91940000
chr2	91740000	91750000	chr2	91850000	92010000
chr2	94510000	94520000	chr2	94590000	95310000
chr2	95770000	95780000	chr2	97540000	98510000
chr2	97190000	97200000	chr2	97540000	99100000
chr2	100770000	100780000	chr2	103210000	103310000
chr2	106240000	106250000	chr2	107900000	108040000
chr2	106460000	106470000	chr2	107740000	107830000
chr2	110040000	110050000	chr2	110730000	111640000
chr2	113520000	113530000	chr2	114940000	115090000
chr2	122520000	122530000	chr2	124910000	125000000
chr2	122760000	122770000	chr2	125190000	125280000
chr2	130210000	130220000	chr2	131400000	131490000
chr2	130620000	130630000	chr2	130780000	131840000
chr2	131850000	131860000	chr2	133810000	133900000
chr2	151530000	151540000	chr2	151640000	153370000
chr2	180330000	180340000	chr2	181270000	181380000
chr2	195030000	195040000	chr2	197120000	197540000
chr2	225670000	225680000	chr2	226760000	227010000
chr2	75170000	75290000	chr2	77090000	77100000
chr2	86100000	86200000	chr2	86940000	86950000
chr2	86360000	86450000	chr2	87090000	87100000
chr2	86270000	86910000	chr2	87190000	87200000
chr2	85040000	85250000	chr2	87370000	87380000
chr2	86740000	87320000	chr2	87670000	87680000
chr2	88530000	89270000	chr2	89850000	89860000
chr2	88680000	88790000	chr2	91480000	91490000
chr2	88560000	91500000	chr2	91560000	91570000
chr2	90090000	90230000	chr2	91740000	91750000
chr2	110690000	111170000	chr2	111450000	111460000
chr2	109360000	110810000	chr2	112360000	112370000
chr2	121370000	121470000	chr2	121720000	121730000
chr2	130100000	130310000	chr2	131220000	131230000
chr2	160450000	160540000	chr2	162540000	162550000
chr2	173660000	173750000	chr2	175600000	175610000
chr2	191200000	191290000	chr2	193490000	193500000
chr2	207830000	207920000	chr2	209710000	209720000
chr2	209740000	209960000	chr2	210210000	210220000
chr2	229420000	229510000	chr2	230380000	230390000
chr3	9990000	10000000	chr3	11830000	12040000
chr3	10040000	10050000	chr3	11800000	12130000
chr3	64070000	64080000	chr3	66700000	66820000
chr3	78660000	78670000	chr3	79010000	79110000
chr3	88220000	88230000	chr3	89040000	89170000
chr3	90370000	90380000	chr3	91290000	91500000
chr3	98040000	98050000	chr3	98440000	98660000
chr3	101000000	101010000	chr3	103920000	104010000
chr3	114830000	114840000	chr3	115190000	115280000
chr3	130140000	130150000	chr3	130460000	130570000
chr3	134510000	134520000	chr3	136890000	136980000
chr3	146220000	146230000	chr3	146520000	146620000
chr3	156870000	156880000	chr3	159670000	159780000
chr3	162780000	162790000	chr3	162900000	163000000
chr3	174400000	174410000	chr3	177050000	177150000
chr3	187320000	187330000	chr3	187550000	187740000
