chr1	4800000	4801000	chr1	4805000	4855000
chr1	6000000	6001000	chr1	6005000	6055000
chr1	7050000	7051000	chr1	7055000	7105000
chr1	7500000	7501000	chr1	7505000	7555000
chr1	11250000	11251000	chr1	11255000	11305000
chr1	13650000	13651000	chr1	13655000	13705000
chr1	17550000	17551000	chr1	17555000	17605000
chr1	18900000	18901000	chr1	18905000	18955000
chr1	21150000	21151000	chr1	21155000	21205000
chr1	21450000	21451000	chr1	21455000	21505000
chr1	24600000	24601000	chr1	24605000	24655000
chr1	26100000	26101000	chr1	26105000	26155000
chr1	28650000	28651000	chr1	28655000	28705000
chr1	36150000	36151000	chr1	36155000	36205000
chr1	43350000	43351000	chr1	43355000	43405000
chr1	53250000	53251000	chr1	53255000	53305000
chr1	54150000	54151000	chr1	54155000	54205000
chr1	58200000	58201000	chr1	58205000	58255000
chr1	60150000	60151000	chr1	60155000	60205000
chr1	64650000	64651000	chr1	64655000	64705000
chr1	73200000	73201000	chr1	73205000	73255000
chr1	89250000	89251000	chr1	89255000	89305000
chr1	92850000	92851000	chr1	92855000	92905000
chr1	101100000	101101000	chr1	101105000	101155000
chr1	104100000	104101000	chr1	104105000	104155000
chr1	108600000	108601000	chr1	108605000	108655000
chr1	109050000	109051000	chr1	109055000	109105000
chr1	110100000	110101000	chr1	110105000	110155000
chr1	110550000	110551000	chr1	110555000	110605000
chr1	112650000	112651000	chr1	112655000	112705000
chr1	115800000	115801000	chr1	115805000	115855000
chr1	119100000	119101000	chr1	119105000	119155000
chr1	119850000	119851000	chr1	119855000	119905000
chr1	151050000	151051000	chr1	151055000	151105000
chr1	151650000	151651000	chr1	151655000	151705000
chr1	151950000	151951000	chr1	151955000	152005000
chr1	152100000	152101000	chr1	152105000	152155000
chr1	153300000	153301000	chr1	153305000	153355000
chr1	154500000	154501000	chr1	154505000	154555000
chr1	161550000	161551000	chr1	161555000	161605000
chr1	169500000	169501000	chr1	169505000	169555000
chr1	170550000	170551000	chr1	170555000	170605000
chr1	173250000	173251000	chr1	173255000	173305000
chr1	175800000	175801000	chr1	175805000	175855000
chr1	181500000	181501000	chr1	181505000	181555000
chr1	183300000	183301000	chr1	183305000	183355000
chr1	185550000	185551000	chr1	185555000	185605000
chr1	186900000	186901000	chr1	186905000	186955000
chr1	194250000	194251000	chr1	194255000	194305000
chr1	199950000	199951000	chr1	199955000	200005000
chr1	201300000	201301000	chr1	201305000	201355000
chr1	201450000	201451000	chr1	201455000	201505000
chr1	202200000	202201000	chr1	202205000	202255000
chr1	203550000	203551000	chr1	203555000	203605000
chr1	203850000	203851000	chr1	203855000	203905000
chr1	211650000	211651000	chr1	211655000	211705000
chr1	214350000	214351000	chr1	214355000	214405000
chr1	214800000	214801000	chr1	214805000	214855000
chr1	220050000	220051000	chr1	220055000	220105000
chr1	221250000	221251000	chr1	221255000	221305000
chr1	222450000	222451000	chr1	222455000	222505000
chr1	222750000	222751000	chr1	222755000	222805000
chr1	226200000	226201000	chr1	226205000	226255000
chr1	226500000	226501000	chr1	226505000	226555000
chr1	228450000	228451000	chr1	228455000	228505000
chr1	234450000	234451000	chr1	234455000	234505000
chr1	237450000	237451000	chr1	237455000	237505000
chr1	239850000	239851000	chr1	239855000	239905000
chr1	242100000	242101000	chr1	242105000	242155000
chr1	246750000	246751000	chr1	246755000	246805000
chr2	1800000	1801000	chr2	1805000	1855000
chr2	9750000	9751000	chr2	9755000	9805000
chr2	10650000	10651000	chr2	10655000	10705000
chr2	11550000	11551000	chr2	11555000	11605000
chr2	11700000	11701000	chr2	11705000	11755000
chr2	14100000	14101000	chr2	14105000	14155000
chr2	19350000	19351000	chr2	19355000	19405000
chr2	21000000	21001000	chr2	21005000	21055000
chr2	21750000	21751000	chr2	21755000	21805000
chr2	24150000	24151000	chr2	24155000	24205000
chr2	24750000	24751000	chr2	24755000	24805000
chr2	28350000	28351000	chr2	28355000	28405000
chr2	30900000	30901000	chr2	30905000	30955000
chr2	35400000	35401000	chr2	35405000	35455000
chr2	42300000	42301000	chr2	42305000	42355000
chr2	45600000	45601000	chr2	45605000	45655000
chr2	45900000	45901000	chr2	45905000	45955000
chr2	48900000	48901000	chr2	48905000	48955000
chr2	50400000	50401000	chr2	50405000	50455000
chr2	56250000	56251000	chr2	56255000	56305000
chr2	61650000	61651000	chr2	61655000	61705000
chr2	68400000	68401000	chr2	68405000	68455000
chr2	68550000	68551000	chr2	68555000	68605000
chr2	69150000	69151000	chr2	69155000	69205000
chr2	69600000	69601000	chr2	69605000	69655000
chr2	73800000	73801000	chr2	73805000	73855000
chr2	81000000	81001000	chr2	81005000	81055000
chr2	88650000	88651000	chr2	88655000	88705000
chr2	88950000	88951000	chr2	88955000	89005000
chr2	103950000	103951000	chr2	103955000	104005000
chr2	108900000	108901000	chr2	108905000	108955000
chr2	111600000	111601000	chr2	111605000	111655000
chr2	118350000	118351000	chr2	118355000	118405000
chr2	120150000	120151000	chr2	120155000	120205000
chr2	122700000	122701000	chr2	122705000	122755000
chr2	129900000	129901000	chr2	129905000	129955000
chr2	134550000	134551000	chr2	134555000	134605000
chr2	146400000	146401000	chr2	146405000	146455000
chr2	150450000	150451000	chr2	150455000	150505000
chr2	150600000	150601000	chr2	150605000	150655000
chr2	159150000	159151000	chr2	159155000	159205000
chr2	159900000	159901000	chr2	159905000	159955000
chr2	168300000	168301000	chr2	168305000	168355000
chr2	173250000	173251000	chr2	173255000	173305000
chr2	178200000	178201000	chr2	178205000	178255000
chr2	186600000	186601000	chr2	186605000	186655000
chr2	186900000	186901000	chr2	186905000	186955000
chr2	193650000	193651000	chr2	193655000	193705000
chr2	194850000	194851000	chr2	194855000	194905000
chr2	200550000	200551000	chr2	200555000	200605000
chr2	203100000	203101000	chr2	203105000	203155000
chr2	206550000	206551000	chr2	206555000	206605000
chr2	207150000	207151000	chr2	207155000	207205000
chr2	211050000	211051000	chr2	211055000	211105000
chr2	219000000	219001000	chr2	219005000	219055000
chr2	226950000	226951000	chr2	226955000	227005000
chr2	229800000	229801000	chr2	229805000	229855000
chr2	240150000	240151000	chr2	240155000	240205000
chr2	241200000	241201000	chr2	241205000	241255000
chr3	2250000	2251000	chr3	2255000	2305000
chr3	4350000	4351000	chr3	4355000	4405000
chr3	10350000	10351000	chr3	10355000	10405000
chr3	19200000	19201000	chr3	19205000	19255000
chr3	21000000	21001000	chr3	21005000	21055000
chr3	23850000	23851000	chr3	23855000	23905000
chr3	25950000	25951000	chr3	25955000	26005000
chr3	37950000	37951000	chr3	37955000	38005000
chr3	40500000	40501000	chr3	40505000	40555000
chr3	40950000	40951000	chr3	40955000	41005000
chr3	43050000	43051000	chr3	43055000	43105000
chr3	45900000	45901000	chr3	45905000	45955000
chr3	49500000	49501000	chr3	49505000	49555000
chr3	53700000	53701000	chr3	53705000	53755000
chr3	58800000	58801000	chr3	58805000	58855000
chr3	61350000	61351000	chr3	61355000	61405000
chr3	61500000	61501000	chr3	61505000	61555000
chr3	62100000	62101000	chr3	62105000	62155000
chr3	62550000	62551000	chr3	62555000	62605000
chr3	64500000	64501000	chr3	64505000	64555000
chr3	66900000	66901000	chr3	66905000	66955000
chr3	72900000	72901000	chr3	72905000	72955000
chr3	79800000	79801000	chr3	79805000	79855000
chr3	87300000	87301000	chr3	87305000	87355000
chr3	87900000	87901000	chr3	87905000	87955000
chr3	89100000	89101000	chr3	89105000	89155000
chr3	97950000	97951000	chr3	97955000	98005000
chr3	98550000	98551000	chr3	98555000	98605000
chr3	99150000	99151000	chr3	99155000	99205000
chr3	106800000	106801000	chr3	106805000	106855000
chr3	107400000	107401000	chr3	107405000	107455000
chr3	114000000	114001000	chr3	114005000	114055000
chr3	114150000	114151000	chr3	114155000	114205000
chr3	115200000	115201000	chr3	115205000	115255000
chr3	115800000	115801000	chr3	115805000	115855000
chr3	120300000	120301000	chr3	120305000	120355000
chr3	122100000	122101000	chr3	122105000	122155000
chr3	123450000	123451000	chr3	123455000	123505000
chr3	127800000	127801000	chr3	127805000	127855000
chr3	128100000	128101000	chr3	128105000	128155000
chr3	132000000	132001000	chr3	132005000	132055000
chr3	133650000	133651000	chr3	133655000	133705000
chr3	138150000	138151000	chr3	138155000	138205000
chr3	141300000	141301000	chr3	141305000	141355000
chr3	147600000	147601000	chr3	147605000	147655000
chr3	153000000	153001000	chr3	153005000	153055000
chr3	154950000	154951000	chr3	154955000	155005000
chr3	166800000	166801000	chr3	166805000	166855000
chr3	168600000	168601000	chr3	168605000	168655000
chr3	171750000	171751000	chr3	171755000	171805000
chr3	177750000	177751000	chr3	177755000	177805000
chr3	179400000	179401000	chr3	179405000	179455000
chr3	179850000	179851000	chr3	179855000	179905000
chr3	189000000	189001000	chr3	189005000	189055000
chr3	191400000	191401000	chr3	191405000	191455000
chr4	4950000	4951000	chr4	4955000	5005000
chr4	6300000	6301000	chr4	6305000	6355000
chr4	7050000	7051000	chr4	7055000	7105000
chr4	11400000	11401000	chr4	11405000	11455000
chr4	17550000	17551000	chr4	17555000	17605000
chr4	21750000	21751000	chr4	21755000	21805000
chr4	38700000	38701000	chr4	38705000	38755000
chr4	41250000	41251000	chr4	41255000	41305000
chr4	44400000	44401000	chr4	44405000	44455000
chr4	47700000	47701000	chr4	47705000	47755000
chr4	56100000	56101000	chr4	56105000	56155000
chr4	76500000	76501000	chr4	76505000	76555000
chr4	77400000	77401000	chr4	77405000	77455000
chr4	82350000	82351000	chr4	82355000	82405000
chr4	84150000	84151000	chr4	84155000	84205000
chr4	85050000	85051000	chr4	85055000	85105000
chr4	86550000	86551000	chr4	86555000	86605000
chr4	89550000	89551000	chr4	89555000	89605000
chr4	109950000	109951000	chr4	109955000	110005000
chr4	110550000	110551000	chr4	110555000	110605000
chr4	111900000	111901000	chr4	111905000	111955000
chr4	118650000	118651000	chr4	118655000	118705000
chr4	121950000	121951000	chr4	121955000	122005000
chr4	131400000	131401000	chr4	131405000	131455000
chr4	138000000	138001000	chr4	138005000	138055000
chr4	145050000	145051000	chr4	145055000	145105000
chr4	148050000	148051000	chr4	148055000	148105000
chr4	149250000	149251000	chr4	149255000	149305000
chr4	150000000	150001000	chr4	150005000	150055000
chr4	161250000	161251000	chr4	161255000	161305000
chr4	164850000	164851000	chr4	164855000	164905000
chr4	166050000	166051000	chr4	166055000	166105000
chr4	177000000	177001000	chr4	177005000	177055000
chr4	177300000	177301000	chr4	177305000	177355000
chr4	179850000	179851000	chr4	179855000	179905000
chr4	180000000	180001000	chr4	180005000	180055000
chr4	184500000	184501000	chr4	184505000	184555000
chr5	150000	151000	chr5	155000	205000
chr5	1200000	1201000	chr5	1205000	1255000
chr5	1350000	1351000	chr5	1355000	1405000
chr5	5400000	5401000	chr5	5405000	5455000
chr5	5700000	5701000	chr5	5705000	5755000
chr5	10650000	10651000	chr5	10655000	10705000
chr5	16650000	16651000	chr5	16655000	16705000
chr5	32700000	32701000	chr5	32705000	32755000
chr5	33300000	33301000	chr5	33305000	33355000
