chr1	79230000	79275000	chr1	79400000	79600000	0.002382192297174491
chr1	185290000	185325000	chr1	185550000	185690000	2.0895423335794043e-10
chr1	197525000	197540000	chr1	197930000	198020000	2.358739395918987e-07
chr1	244845000	244880000	chr1	244985000	245110000	1.294130057183606e-09
chr1	81295000	81545000	chr1	81790000	81825000	2.8881727540554952e-05
chr1	212615000	212840000	chr1	212980000	213025000	1.6627152372804913e-25
chr1	225465000	225540000	chr1	225640000	225655000	2.0203279135054575e-06
chr1	231870000	231985000	chr1	232095000	232140000	1.527469642843783e-05
chr2	31875000	31890000	chr2	32025000	32195000	7.408998551699006e-07
chr2	81910000	81915000	chr2	82025000	82120000	2.0656207479126077e-18
chr2	136430000	136475000	chr2	136650000	136790000	0.021776092767372916
chr2	152320000	152345000	chr2	152505000	152585000	0.022630615620325454
chr2	180130000	180155000	chr2	180265000	180630000	1.596061640122138e-24
chr2	203235000	203250000	chr2	203390000	203475000	0.00018883455902115914
chr2	204885000	204890000	chr2	205085000	205775000	2.2654728586412485e-39
chr2	33335000	33405000	chr2	33585000	33600000	0.009212240323281155
chr2	228260000	228395000	chr2	228505000	228510000	3.519934833100408e-11
chr3	19040000	19085000	chr3	19190000	19675000	6.78774257844682e-29
chr3	43880000	43905000	chr3	44020000	44140000	0.015871898261347883
chr3	167390000	167435000	chr3	167560000	167900000	6.346605847932724e-33
chr4	70825000	70850000	chr4	70970000	71055000	0.0005268486402905527
chr4	99080000	99125000	chr4	99385000	99535000	2.986847036211748e-07
chr4	110615000	110650000	chr4	110855000	111285000	1.1423123896787727e-22
chr4	130545000	130580000	chr4	130730000	130845000	0.0027064169851573707
chr4	168695000	168730000	chr4	168830000	168930000	0.010575877653448541
chr4	140810000	140975000	chr4	141120000	141155000	9.753331336659341e-08
chr4	161565000	161990000	chr4	162150000	162185000	1.3761796770935417e-32
chr5	31560000	31595000	chr5	31800000	31910000	0.00993121775865605
chr5	77610000	77715000	chr5	77820000	77855000	0.001719519808215108
chr6	4655000	4660000	chr6	4790000	4845000	0.006888883633690274
chr6	57345000	57400000	chr6	57525000	57635000	0.030738520485473972
chr6	107480000	107515000	chr6	107610000	107695000	6.100268072477118e-06
chr6	158800000	158815000	chr6	158920000	159015000	9.880979295142475e-09
chr6	10460000	10575000	chr6	10685000	10700000	7.928133463259734e-19
chr7	11825000	11860000	chr7	11965000	12490000	1.6567439599671736e-80
chr7	131090000	131125000	chr7	131240000	131390000	1.6810757276225168e-09
chr7	65310000	65430000	chr7	65725000	65750000	3.691471835758913e-08
chr7	70855000	70945000	chr7	71115000	71140000	0.04102218074400718
chr8	10045000	10060000	chr8	10190000	10305000	0.0024562787325091142
chr8	11750000	11785000	chr8	11880000	12045000	1.2360754934935125e-30
chr8	90605000	90660000	chr8	90825000	90945000	0.02608473848983829
chr8	99880000	99915000	chr8	100025000	100150000	1.2934702708424907e-06
chr8	67165000	67325000	chr8	67480000	67515000	7.815817255282836e-06
chr8	84060000	84165000	chr8	84435000	84460000	0.02062326978545525
chr8	108100000	108230000	chr8	108450000	108505000	0.0006455201431711246
chr9	370000	395000	chr9	495000	870000	2.707646507752684e-69
chr9	68700000	68715000	chr9	68895000	69035000	3.259383603370453e-08
chr9	112480000	112515000	chr9	112615000	112710000	1.4396096879995819e-05
chr10	61285000	61300000	chr10	61640000	61755000	0.017544183759981406
chr10	68435000	68480000	chr10	68650000	68805000	3.75064837444632e-05
chr10	103090000	103115000	chr10	103225000	103365000	1.944918247567594e-10
chr10	112550000	112585000	chr10	112960000	113195000	7.135791395464672e-08
chr10	68410000	68525000	chr10	68715000	68740000	8.71942501188749e-07
chr10	125985000	126145000	chr10	126365000	126400000	2.750444387520392e-05
chr11	47715000	47730000	chr11	47830000	47865000	0.005791189472552798
chr11	76320000	76345000	chr11	76585000	76665000	0.029933442668339864
chr11	111590000	111625000	chr11	111720000	111890000	6.254279486122292e-50
chr11	114775000	114810000	chr11	114905000	115090000	1.1418136791427825e-25
chr11	129120000	129175000	chr11	129265000	129365000	0.0004825941584301055
chr12	18415000	18450000	chr12	18585000	18780000	0.003332369877820894
chr12	33420000	33445000	chr12	33895000	33995000	7.954041779997524e-05
chr12	39755000	39790000	chr12	39975000	40130000	3.1172924464648234e-08
chr12	86240000	86285000	chr12	86480000	86650000	0.003244012995830402
chr12	116270000	116305000	chr12	116525000	116630000	0.01408368829654269
chr12	5445000	5520000	chr12	5640000	5665000	0.0332938989043985
