chr1	150050000	150085000	chr1	150135000	150235000	4.298830124450831e-12
chr1	172170000	172195000	chr1	172320000	172400000	1.642008115123497e-05
chr1	234835000	234850000	chr1	234940000	235015000	4.512720480035272e-05
chr1	248420000	248475000	chr1	248600000	248730000	9.86549474027276e-08
chr1	149855000	149995000	chr1	150030000	150075000	1.1474134176578055e-24
chr1	234715000	234785000	chr1	234835000	234840000	6.456120038075009e-05
chr2	11215000	11250000	chr2	11345000	11455000	6.825027974446198e-05
chr2	33455000	33490000	chr2	33525000	33615000	1.937616231217372e-08
chr2	57895000	57930000	chr2	58010000	58225000	6.130570828519824e-06
chr2	111240000	111255000	chr2	111620000	111700000	1.0490282958828589e-16
chr2	130210000	130245000	chr2	131395000	131485000	1.2753838593128808e-05
chr2	151260000	151305000	chr2	151365000	151505000	1.8813138090725184e-13
chr2	154945000	154970000	chr2	155015000	155300000	6.7700537747607745e-15
chr2	156315000	156360000	chr2	156505000	156635000	1.8313192306870344e-16
chr2	184440000	184455000	chr2	184540000	184615000	0.00512634048781866
chr2	186480000	186515000	chr2	186605000	186725000	1.6460050614353094e-07
chr2	65245000	65330000	chr2	65415000	65450000	9.306825851210278e-05
chr2	154725000	154905000	chr2	154945000	154970000	3.0702217031801014e-13
chr2	155940000	156255000	chr2	156285000	156340000	1.3157858240051435e-16
chr2	183110000	183240000	chr2	184435000	184460000	0.0025778865075397547
chr2	197375000	197440000	chr2	197485000	197500000	2.435969345079079e-06
chr3	4820000	4875000	chr3	4940000	5075000	2.604595721137747e-12
chr3	57980000	58025000	chr3	58100000	58195000	0.00012815576793342412
chr3	112315000	112350000	chr3	112445000	112565000	9.903555271668178e-22
chr3	191220000	191265000	chr3	191305000	191425000	1.3178707957566591e-20
chr3	101795000	101850000	chr3	102055000	102060000	2.557610679232257e-05
chr3	119215000	119575000	chr3	119660000	119705000	5.701574328259874e-30
chr4	39525000	39530000	chr4	39600000	39660000	0.0042733988740145485
chr4	83090000	83145000	chr4	83175000	83280000	6.107529861788081e-05
chr4	175930000	175975000	chr4	176275000	176370000	0.017634975408535005
chr4	25105000	25200000	chr4	25345000	25390000	0.03140233418674965
chr4	51800000	51950000	chr4	52000000	52045000	4.0926236120352017e-17
chr4	110000000	110105000	chr4	110180000	110215000	5.482736149805626e-07
chr4	128800000	128920000	chr4	129070000	129115000	0.008474587092629701
chr4	184260000	184330000	chr4	184470000	184485000	0.00027328666471549177
chr5	6610000	6645000	chr5	6685000	6785000	5.941151503717622e-17
chr5	175920000	175945000	chr5	177890000	178300000	1.9059940372321817e-20
chr5	56040000	56095000	chr5	56145000	56150000	3.2000856566255055e-08
chr5	89250000	89350000	chr5	89420000	89455000	0.01683416666781627
chr6	167045000	167050000	chr6	167095000	167150000	4.36324196267528e-06
chr6	1585000	1670000	chr6	2090000	2125000	0.0005990175968924296
chr6	15455000	15550000	chr6	15605000	15640000	1.7039542878412516e-07
chr7	67020000	67055000	chr7	67240000	67350000	5.454618451067636e-09
chr7	102745000	102770000	chr7	103035000	103115000	0.00011770194655825314
chr7	44580000	44650000	chr7	44740000	44755000	7.262262546583105e-08
chr7	149840000	149975000	chr7	154135000	154170000	2.3020282744833053e-18
chr8	100295000	100330000	chr8	100390000	100525000	5.765159726291039e-17
chr8	53800000	53895000	chr8	53990000	54035000	9.255550879001489e-05
chr8	67240000	67370000	chr8	67470000	67515000	0.037238570578508094
chr8	127145000	127250000	chr8	127280000	127325000	1.0625560991612136e-17
chr8	127165000	127330000	chr8	127535000	127580000	1.2039969996473844e-06
chr9	160000	195000	chr9	255000	485000	2.884922450282374e-30
chr9	89395000	89430000	chr9	89495000	89580000	1.719132413215448e-06
chr10	17580000	17625000	chr10	17720000	17850000	2.2036328115627484e-07
chr10	31855000	31890000	chr10	31925000	32030000	6.784553106507511e-07
chr10	89940000	89965000	chr10	90095000	90180000	0.001657220558348627
chr10	103075000	103120000	chr10	103185000	103280000	0.00011175164261305704
chr10	37945000	38040000	chr10	38075000	38120000	2.9686112620839317e-07
chr11	34985000	35010000	chr11	35150000	35255000	4.676823022521297e-09
chr11	82920000	83000000	chr11	83150000	83165000	0.0041869105929002075
chr12	72665000	72700000	chr12	72735000	72890000	3.9121410172635513e-14
chr12	545000	660000	chr12	785000	840000	4.67800468352315e-13
chr12	1045000	1170000	chr12	1555000	1610000	6.091410896541503e-06
chr12	1585000	1705000	chr12	1770000	1815000	2.0257079055575424e-15
chr12	3045000	3140000	chr12	3260000	3305000	0.0021688737831974717
chr12	3975000	4180000	chr12	4250000	4295000	3.839493096020341e-19
chr12	4295000	4410000	chr12	4500000	4545000	0.0001593718197932197
chr12	4800000	4935000	chr12	4980000	5025000	1.8098952731757207e-21
chr12	5945000	6125000	chr12	6260000	6305000	4.136885915950942e-09
chr12	6400000	6480000	chr12	6530000	6545000	2.3696106949997447e-11
chr12	6550000	6635000	chr12	6675000	6700000	0.000789296307241687
chr12	6860000	7040000	chr12	7080000	7125000	6.469225383008881e-27
chr12	7185000	7250000	chr12	7630000	7645000	2.8755662256119646e-09
chr12	7810000	7940000	chr12	7980000	8025000	1.53008240134384e-16
chr12	8010000	8170000	chr12	8220000	8245000	1.769056606152909e-27
chr12	9910000	10075000	chr12	10125000	10150000	5.750325586369303e-06
chr12	10810000	10950000	chr12	11175000	11210000	0.0008151896796322184
chr12	11165000	11270000	chr12	11470000	11505000	1.2190290710426662e-09
chr12	11525000	11860000	chr12	12010000	12055000	2.0249920746965837e-12
chr12	12000000	12150000	chr12	12300000	12355000	2.3547937672499736e-30
chr12	12860000	13005000	chr12	13190000	13235000	1.1108320828128787e-09
chr12	14350000	14445000	chr12	14595000	14640000	0.0050230961976092505
chr12	14620000	14860000	chr12	14975000	15020000	5.646031597699337e-22
chr12	15170000	15330000	chr12	15475000	15530000	1.0926359352562408e-05
chr12	15535000	15645000	chr12	15835000	15880000	5.49206283485686e-08
chr12	21400000	21555000	chr12	21635000	21680000	1.195412685570871e-12
chr12	22070000	22150000	chr12	22330000	22345000	0.00012485680925401315
chr12	24920000	25030000	chr12	25100000	25145000	1.7312003999828362e-12
chr12	25145000	25270000	chr12	25370000	25405000	7.621680129768977e-23
chr12	26950000	27070000	chr12	27280000	27325000	2.746982735789187e-12
chr12	30830000	30905000	chr12	30975000	31000000	0.021908410092615394
chr12	31195000	31455000	chr12	31615000	31660000	1.2158190181211598e-20
chr12	31670000	31755000	chr12	31945000	31980000	0.004028481235300824
chr12	31985000	32130000	chr12	32290000	32335000	1.1337819962135706e-09
chr12	38305000	38380000	chr12	38905000	38920000	1.3504954004246384e-13
chr12	40090000	40160000	chr12	40305000	40320000	1.6318708044273727e-09
chr12	42100000	42215000	chr12	42315000	42350000	1.1269559966511485e-05
chr12	47695000	47795000	chr12	47830000	47845000	4.962364111608187e-13
chr12	48010000	48105000	chr12	48140000	48175000	2.4842808094609268e-06
chr12	48175000	48290000	chr12	48590000	48635000	7.645095501238621e-06
chr12	49055000	49140000	chr12	49215000	49240000	5.733624844347365e-05
chr12	49315000	49405000	chr12	49495000	49530000	4.863652144296737e-06
chr12	50465000	50565000	chr12	50620000	50655000	7.915352397158362e-12
chr12	51895000	52020000	chr12	52100000	52145000	0.007578477701870551
chr12	53135000	53215000	chr12	53275000	53300000	1.3501213513163665e-12
chr12	53500000	53595000	chr12	53665000	53690000	1.0243373642135685e-13
chr12	53920000	54060000	chr12	54185000	54230000	1.4342686118781447e-15
chr12	54180000	54305000	chr12	54350000	54385000	2.0914247942757767e-42
chr12	54685000	54820000	chr12	54945000	54980000	1.776065202387133e-10
chr12	55170000	55280000	chr12	55580000	55625000	2.4398487403301333e-06
chr12	55750000	55855000	chr12	55905000	55950000	0.00044643953241842
chr12	56190000	56375000	chr12	56440000	56475000	1.143995077997579e-36
chr12	56720000	56840000	chr12	56965000	57020000	1.8046894658832803e-11
chr12	57180000	57335000	chr12	57435000	57480000	8.827733587377863e-24
chr12	57740000	57865000	chr12	57880000	57925000	9.863012706790152e-29
chr12	62375000	62655000	chr12	62775000	62820000	7.239571976575127e-49
chr12	64500000	64630000	chr12	64675000	64720000	4.164562020525343e-26
chr12	65830000	66000000	chr12	66050000	66105000	1.1328504387705982e-06
chr12	66215000	66440000	chr12	66680000	66715000	2.193167325094273e-15
chr12	68175000	68275000	chr12	68300000	68335000	6.3613048480323655e-16
chr12	69330000	69470000	chr12	69550000	69595000	8.40800460660621e-17
chr12	71570000	71695000	chr12	71730000	71765000	1.6897084959262498e-17
chr12	72395000	72490000	chr12	72665000	72700000	3.656967303647631e-06
chr12	75295000	75405000	chr12	75470000	75515000	6.4456997707297745e-09
chr12	75470000	75610000	chr12	76010000	76055000	5.3061953861883075e-17
chr12	76025000	76160000	chr12	76445000	76470000	5.694106411781841e-06
chr12	77940000	79640000	chr12	79660000	79725000	5.850006770891288e-07
chr12	92300000	92500000	chr12	92550000	92585000	2.6609029944594057e-26
chr12	92950000	93170000	chr12	93365000	93410000	4.359678514978094e-31
chr12	93420000	93595000	chr12	94080000	94125000	1.834389557923961e-39
chr12	94075000	94180000	chr12	94510000	94555000	1.8831666326868396e-07
chr12	94545000	94785000	chr12	94855000	94900000	9.607913617881323e-10
chr12	96005000	96115000	chr12	96195000	96230000	3.3360173815678108e-15
chr12	96240000	96335000	chr12	96385000	96410000	8.119510781820477e-11
chr12	96170000	96270000	chr12	96505000	96540000	0.0012086427136026585
chr12	96595000	96805000	chr12	96870000	96905000	2.3380675638208145e-09
chr12	98485000	98595000	chr12	98625000	98670000	1.9666214390387187e-09
chr12	100190000	100295000	chr12	100730000	100755000	0.0005058124559353444
chr12	102855000	102955000	chr12	103530000	103565000	1.5778678975716348e-12
chr12	103805000	103950000	chr12	104085000	104140000	8.909707761159995e-08
chr12	104605000	104780000	chr12	105025000	105080000	4.911331940569345e-07
chr12	105090000	105325000	chr12	105360000	105405000	9.233710315578397e-30
chr12	106325000	106425000	chr12	106900000	106945000	0.00012688613886112737
chr12	107630000	107805000	chr12	107860000	107905000	5.130579363671905e-37
chr12	108205000	108370000	chr12	108455000	108460000	1.7650696812666756e-10
chr12	108615000	108690000	chr12	108800000	108815000	3.307577709785732e-10
chr12	108500000	108895000	chr12	108950000	108955000	6.096601575808076e-21
chr12	110415000	110535000	chr12	110580000	110625000	2.443608890104074e-25
chr12	111840000	112295000	chr12	112370000	112425000	4.6596724025758206e-32
chr12	115955000	116050000	chr12	116685000	116720000	0.000271827706453047
chr12	116975000	117070000	chr12	117095000	117140000	6.314571595118841e-08
chr12	117165000	117325000	chr12	117810000	117865000	5.275202663837147e-10
chr12	118075000	118250000	chr12	118350000	118395000	5.344660397689306e-39
chr12	119875000	120010000	chr12	120055000	120100000	7.258281103117599e-06
chr13	40010000	40150000	chr13	40650000	40695000	0.0003252975288469653
chr14	35110000	35165000	chr14	35350000	35470000	0.0007948059259346877
chr14	44955000	44970000	chr14	45080000	45145000	0.00022332766025272478
chr14	21180000	21280000	chr14	21370000	21415000	5.696113078713326e-05
chr15	63740000	63775000	chr15	64000000	64090000	9.092171541790102e-09
chr15	66895000	66995000	chr15	67280000	67325000	1.1452404623357716e-06
chr17	36075000	36090000	chr17	36125000	36200000	1.7405565633560424e-23
chr17	58950000	59015000	chr17	60740000	60745000	0.010436568804148528
chr20	14735000	14800000	chr20	14800000	15555000	0.0473635608722155
chr20	25175000	25750000	chr20	25975000	26030000	4.695841952961576e-90
chr21	24875000	24920000	chr21	25290000	25415000	8.736676475291989e-07
chr22	19290000	19315000	chr22	19405000	19505000	0.028141753114466674
chr22	40910000	41000000	chr22	41075000	41110000	3.622241802333018e-08
chrX	12915000	13025000	chrX	13070000	13105000	8.050509835174697e-17
