chr1	12450000	12451000	chr1	12455000	12505000
chr1	18900000	18901000	chr1	18905000	18955000
chr1	36150000	36151000	chr1	36155000	36205000
chr1	38850000	38851000	chr1	38855000	38905000
chr1	43800000	43801000	chr1	43805000	43855000
chr1	44850000	44851000	chr1	44855000	44905000
chr1	87450000	87451000	chr1	87455000	87505000
chr1	91650000	91651000	chr1	91655000	91705000
chr1	101100000	101101000	chr1	101105000	101155000
chr1	110100000	110101000	chr1	110105000	110155000
chr1	150000000	150001000	chr1	150005000	150055000
chr1	186900000	186901000	chr1	186905000	186955000
chr1	222750000	222751000	chr1	222755000	222805000
chr1	246600000	246601000	chr1	246605000	246655000
chr2	8250000	8251000	chr2	8255000	8305000
chr2	9750000	9751000	chr2	9755000	9805000
chr2	11700000	11701000	chr2	11705000	11755000
chr2	20700000	20701000	chr2	20705000	20755000
chr2	23850000	23851000	chr2	23855000	23905000
chr2	48450000	48451000	chr2	48455000	48505000
chr2	159900000	159901000	chr2	159905000	159955000
chr2	173100000	173101000	chr2	173105000	173155000
chr2	178650000	178651000	chr2	178655000	178705000
chr2	207150000	207151000	chr2	207155000	207205000
chr2	213000000	213001000	chr2	213005000	213055000
chr2	213750000	213751000	chr2	213755000	213805000
chr3	15300000	15301000	chr3	15305000	15355000
chr3	28950000	28951000	chr3	28955000	29005000
chr3	31950000	31951000	chr3	31955000	32005000
chr3	49950000	49951000	chr3	49955000	50005000
chr3	67650000	67651000	chr3	67655000	67705000
chr3	121800000	121801000	chr3	121805000	121855000
chr3	127800000	127801000	chr3	127805000	127855000
chr3	177300000	177301000	chr3	177305000	177355000
chr3	177750000	177751000	chr3	177755000	177805000
chr4	38400000	38401000	chr4	38405000	38455000
chr4	78300000	78301000	chr4	78305000	78355000
chr4	102300000	102301000	chr4	102305000	102355000
chr4	120750000	120751000	chr4	120755000	120805000
chr5	66000000	66001000	chr5	66005000	66055000
chr5	81750000	81751000	chr5	81755000	81805000
chr5	131250000	131251000	chr5	131255000	131305000
chr5	132000000	132001000	chr5	132005000	132055000
chr5	134550000	134551000	chr5	134555000	134605000
chr5	154350000	154351000	chr5	154355000	154405000
chr5	158700000	158701000	chr5	158705000	158755000
chr5	169800000	169801000	chr5	169805000	169855000
